Filename	HiF	LoF	Species Manual ID	SppAccp	#Maj	#Accp	~Spp	1st	2nd	3rd	4th	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	mean HiFreq	mean LoFreq	mean UpprSlp	mean LwrSlp	mean TotalSlp	mean PrecedingIntvl	ParentDir	NextDirUp	FileLength(sec)	Version	AccpQuality	Max#CallsConsidered
AMPHIT1_20140709_171058.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171114.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171130.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171138.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171146.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171202.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171210.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171242.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171258.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171306.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171314.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171322.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171330.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171410.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171418.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171426.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171434.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171450.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171514.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171610.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171626.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171642.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171650.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171714.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171730.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171802.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171818.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171826.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171834.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171842.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171858.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171906.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171922.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171938.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171954.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
